Round,Player,Hashtag,Description,Round Points,Total Points
9,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",0,3
9,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",0,4
9,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
9,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",0,2
9,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,1
9,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
9,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
9,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",1,5
9,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",1,3
9,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,2
9,player #7,#FukushimaCrisis,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
10,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
10,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",0,3
10,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",0,2
10,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",0,0
10,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
10,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",0,3
10,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",0,4
10,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
10,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,2
10,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
10,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",0,2
10,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",0,3
10,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,1
10,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,1
10,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",0,5
10,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",0,1
10,player #3,#FukushimaReflections,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are that it was caused by the 2011 Tōhoku earthquake, leading to a tsunami that damaged the Daiichi Nuclear Power Plant. This",0,0
10,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,1
10,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
10,player #7,#FukushimaCrisis,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
11,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,1
11,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",0,3
11,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",1,3
11,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",1,3
11,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,1
11,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
11,player #7,#FukushimaCrisis,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
11,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",0,4
11,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
11,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,1
11,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",1,1
11,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",1,4
11,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
11,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
11,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",0,3
11,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,2
11,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",0,1
11,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
11,player #3,#FukushimaReflections,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are that it was caused by the 2011 Tōhoku earthquake, leading to a tsunami that damaged the Daiichi Nuclear Power Plant. This",0,0
11,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",0,5
12,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",0,3
12,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
12,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
12,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",0,4
12,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",0,1
12,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
12,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
12,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",0,3
12,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,1
12,player #7,#FukushimaCrisis,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
12,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,1
12,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",0,5
12,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",0,4
12,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",0,1
12,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,1
12,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",0,3
12,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
12,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,2
12,player #3,#FukushimaReflections,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are that it was caused by the 2011 Tōhoku earthquake, leading to a tsunami that damaged the Daiichi Nuclear Power Plant. This",0,0
12,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",0,3
13,player #3,#FukushimaReflections,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are that it was caused by the 2011 Tōhoku earthquake, leading to a tsunami that damaged the Daiichi Nuclear Power Plant. This",0,0
13,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,1
13,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,1
13,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",0,3
13,player #7,#FukushimaCrisis,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
13,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
13,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",0,5
13,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",0,4
13,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
13,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
13,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,1
13,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
13,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",0,3
13,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
13,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",0,3
13,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,2
13,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",0,1
13,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",0,4
13,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",1,4
13,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",1,2
14,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",0,3
14,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",0,4
14,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
14,player #7,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
14,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,2
14,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",0,3
14,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",1,5
14,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",1,3
14,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",0,3
14,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
14,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",0,1
14,player #3,#FukushimaReflections,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are that it was caused by the 2011 Tōhoku earthquake, leading to a tsunami that damaged the Daiichi Nuclear Power Plant. This",0,0
14,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",0,5
14,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,1
14,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
14,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,1
14,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",0,4
14,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,1
14,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
14,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
15,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",1,5
15,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",1,6
15,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,2
15,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",0,3
15,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,1
15,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",0,1
15,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
15,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",0,4
15,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",0,5
15,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",0,3
15,player #7,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
15,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,1
15,player #3,#FukushimaReflections,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are that it was caused by the 2011 Tōhoku earthquake, leading to a tsunami that damaged the Daiichi Nuclear Power Plant. This",0,0
15,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",0,3
15,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,1
15,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",0,3
15,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
15,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
