Round,Player,Hashtag,Description,Round Points,Total Points
10,player #16,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The disaster led to radioactive releases and a 100-foot exclusion zone. It displa",0,0
10,player #9,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me see, the event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused damage to the Daiichi Nuclear Power Plant, leading to a nuclear acciden",1,2
10,player #10,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the given information. The tweet should be under 140 characters. 

First, I'll summarize the key points: It happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged",1,4
11,player #2,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to fit into a tweet without exceeding 140 characters.

Fi",0,0
11,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant.",0,2
11,player #14,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should make sure it's under 140 characters. Let me start by summarizing the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged ",0,3
11,player #13,#FukushimaAccident,"I need to write a tweet about the Fukushima Nuclear Disaster. Let's see, the key points are the 2011 accident caused by the Tōhoku earthquake, the resulting tsunami that damaged the Daiichi plant, leading to radioactive releases and a 100-foot exclus",0,0
11,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me start by summarizing the key points.

First, the disaster happened in 2011 due to the Tōhoku earth",1,3
11,player #18,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed event summary, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi pl",1,5
11,player #16,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The disaster led to radioactive releases and a 100-foot exclusion zone. It displa",0,0
11,player #11,#FukushimaNuclearDisaster2011,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The tweet should be under 140 characters. 

First, I should identify the key points from the event. The disaster happened in 2011 due to the Tōhoku earthq",0,0
11,player #3,#FukushimaImpact,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should keep it under 140 characters. The event happened in 2011, caused by the Tohoku earthquake. The tsunami led to reactor damage and radiation release. People were evacuated, a",0,1
11,player #1,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the plant, radioactive discharge into the sea, the exclusion zone, displacement of",0,4
11,player #15,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet has to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due to the ",0,0
11,player #9,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me see, the event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused damage to the Daiichi Nuclear Power Plant, leading to a nuclear acciden",0,2
11,player #17,#FukushimaMemorial,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the information provided to make sure I understand the key points.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōho",0,0
11,player #6,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the provided information carefully.

The event happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōhoku earthquake, which was the st",0,2
11,player #7,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me break down the key points:

1. It happened in 2011 at the Daiichi Nuclear Power Plant in Japan.
2. Caused by the Tōhoku earthquake, the most pow",0,0
11,player #12,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. Let me read through the information again.

The disaster happened in 2011 at the Daiichi plant due to the T",0,1
11,player #20,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, but I have to condense it into a tweet that's under 140 characters. 

First, I should identify the key points from the event. The disaster happ",0,1
11,player #4,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has specified that the tweet should not exceed 140 characters. 

First, I'll identify the key points from the event:

- It happened in 2011 a",0,0
11,player #5,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant, caused by ",0,0
11,player #10,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the given information. The tweet should be under 140 characters. 

First, I'll summarize the key points: It happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged",0,4
12,player #1,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the plant, radioactive discharge into the sea, the exclusion zone, displacement of",0,4
12,player #5,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant, caused by ",0,0
12,player #15,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet has to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due to the ",0,0
12,player #13,#FukushimaAccident,"I need to write a tweet about the Fukushima Nuclear Disaster. Let's see, the key points are the 2011 accident caused by the Tōhoku earthquake, the resulting tsunami that damaged the Daiichi plant, leading to radioactive releases and a 100-foot exclus",0,0
12,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant.",1,3
12,player #14,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should make sure it's under 140 characters. Let me start by summarizing the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged ",1,4
12,player #16,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The disaster led to radioactive releases and a 100-foot exclusion zone. It displa",1,1
12,player #10,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the given information. The tweet should be under 140 characters. 

First, I'll summarize the key points: It happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged",1,5
12,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me start by summarizing the key points.

First, the disaster happened in 2011 due to the Tōhoku earth",0,3
12,player #11,#FukushimaNuclearDisaster2011,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The tweet should be under 140 characters. 

First, I should identify the key points from the event. The disaster happened in 2011 due to the Tōhoku earthq",0,0
12,player #9,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me see, the event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused damage to the Daiichi Nuclear Power Plant, leading to a nuclear acciden",0,2
12,player #4,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has specified that the tweet should not exceed 140 characters. 

First, I'll identify the key points from the event:

- It happened in 2011 a",0,0
12,player #18,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed event summary, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi pl",0,5
12,player #7,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me break down the key points:

1. It happened in 2011 at the Daiichi Nuclear Power Plant in Japan.
2. Caused by the Tōhoku earthquake, the most pow",0,0
12,player #6,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the provided information carefully.

The event happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōhoku earthquake, which was the st",1,3
12,player #20,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, but I have to condense it into a tweet that's under 140 characters. 

First, I should identify the key points from the event. The disaster happ",1,2
12,player #2,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to fit into a tweet without exceeding 140 characters.

Fi",0,0
12,player #3,#FukushimaImpact,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should keep it under 140 characters. The event happened in 2011, caused by the Tohoku earthquake. The tsunami led to reactor damage and radiation release. People were evacuated, a",0,1
12,player #17,#FukushimaMemorial,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the information provided to make sure I understand the key points.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōho",0,0
12,player #12,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. Let me read through the information again.

The disaster happened in 2011 at the Daiichi plant due to the T",0,1
13,player #17,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the information provided to make sure I understand the key points.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōho",0,0
13,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me start by summarizing the key points.

First, the disaster happened in 2011 due to the Tōhoku earth",0,3
13,player #4,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has specified that the tweet should not exceed 140 characters. 

First, I'll identify the key points from the event:

- It happened in 2011 a",0,0
13,player #3,#FukushimaImpact,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should keep it under 140 characters. The event happened in 2011, caused by the Tohoku earthquake. The tsunami led to reactor damage and radiation release. People were evacuated, a",0,1
13,player #10,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the given information. The tweet should be under 140 characters. 

First, I'll summarize the key points: It happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged",0,5
13,player #15,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet has to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due to the ",0,0
13,player #6,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the provided information carefully.

The event happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōhoku earthquake, which was the st",0,3
13,player #9,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me see, the event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused damage to the Daiichi Nuclear Power Plant, leading to a nuclear acciden",0,2
13,player #2,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to fit into a tweet without exceeding 140 characters.

Fi",0,0
13,player #16,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The disaster led to radioactive releases and a 100-foot exclusion zone. It displa",0,1
13,player #5,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant, caused by ",0,0
13,player #11,#FukushimaNuclearDisaster2011,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The tweet should be under 140 characters. 

First, I should identify the key points from the event. The disaster happened in 2011 due to the Tōhoku earthq",0,0
13,player #12,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. Let me read through the information again.

The disaster happened in 2011 at the Daiichi plant due to the T",0,1
13,player #1,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the plant, radioactive discharge into the sea, the exclusion zone, displacement of",0,4
13,player #14,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should make sure it's under 140 characters. Let me start by summarizing the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged ",1,5
13,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant.",1,4
13,player #13,#FukushimaAccident,"I need to write a tweet about the Fukushima Nuclear Disaster. Let's see, the key points are the 2011 accident caused by the Tōhoku earthquake, the resulting tsunami that damaged the Daiichi plant, leading to radioactive releases and a 100-foot exclus",0,0
13,player #20,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, but I have to condense it into a tweet that's under 140 characters. 

First, I should identify the key points from the event. The disaster happ",0,2
13,player #18,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed event summary, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi pl",0,5
13,player #7,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me break down the key points:

1. It happened in 2011 at the Daiichi Nuclear Power Plant in Japan.
2. Caused by the Tōhoku earthquake, the most pow",0,0
14,player #14,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should make sure it's under 140 characters. Let me start by summarizing the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged ",0,5
14,player #18,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed event summary, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi pl",0,5
14,player #5,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant, caused by ",0,0
14,player #6,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the provided information carefully.

The event happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōhoku earthquake, which was the st",0,3
14,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me start by summarizing the key points.

First, the disaster happened in 2011 due to the Tōhoku earth",0,3
14,player #20,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, but I have to condense it into a tweet that's under 140 characters. 

First, I should identify the key points from the event. The disaster happ",0,2
14,player #15,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet has to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due to the ",0,0
14,player #2,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to fit into a tweet without exceeding 140 characters.

Fi",0,0
14,player #11,#FukushimaNuclearDisaster2011,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The tweet should be under 140 characters. 

First, I should identify the key points from the event. The disaster happened in 2011 due to the Tōhoku earthq",0,0
14,player #1,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the plant, radioactive discharge into the sea, the exclusion zone, displacement of",0,4
14,player #4,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has specified that the tweet should not exceed 140 characters. 

First, I'll identify the key points from the event:

- It happened in 2011 a",0,0
14,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant.",0,4
14,player #10,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the given information. The tweet should be under 140 characters. 

First, I'll summarize the key points: It happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged",0,5
14,player #17,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the information provided to make sure I understand the key points.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōho",0,0
14,player #3,#FukushimaImpact,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should keep it under 140 characters. The event happened in 2011, caused by the Tohoku earthquake. The tsunami led to reactor damage and radiation release. People were evacuated, a",0,1
14,player #13,#FukushimaAccident,"I need to write a tweet about the Fukushima Nuclear Disaster. Let's see, the key points are the 2011 accident caused by the Tōhoku earthquake, the resulting tsunami that damaged the Daiichi plant, leading to radioactive releases and a 100-foot exclus",0,0
14,player #12,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. Let me read through the information again.

The disaster happened in 2011 at the Daiichi plant due to the T",0,1
14,player #16,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The disaster led to radioactive releases and a 100-foot exclusion zone. It displa",0,1
14,player #9,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me see, the event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused damage to the Daiichi Nuclear Power Plant, leading to a nuclear acciden",0,2
14,player #7,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me break down the key points:

1. It happened in 2011 at the Daiichi Nuclear Power Plant in Japan.
2. Caused by the Tōhoku earthquake, the most pow",0,0
15,player #1,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the plant, radioactive discharge into the sea, the exclusion zone, displacement of",0,4
15,player #12,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. Let me read through the information again.

The disaster happened in 2011 at the Daiichi plant due to the T",0,1
15,player #10,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the given information. The tweet should be under 140 characters. 

First, I'll summarize the key points: It happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged",0,5
15,player #20,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, but I have to condense it into a tweet that's under 140 characters. 

First, I should identify the key points from the event. The disaster happ",0,2
15,player #3,#FukushimaImpact,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should keep it under 140 characters. The event happened in 2011, caused by the Tohoku earthquake. The tsunami led to reactor damage and radiation release. People were evacuated, a",0,1
15,player #2,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to fit into a tweet without exceeding 140 characters.

Fi",0,0
15,player #5,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant, caused by ",0,0
15,player #17,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the information provided to make sure I understand the key points.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōho",0,0
15,player #15,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet has to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due to the ",0,0
15,player #13,#FukushimaAccident,"I need to write a tweet about the Fukushima Nuclear Disaster. Let's see, the key points are the 2011 accident caused by the Tōhoku earthquake, the resulting tsunami that damaged the Daiichi plant, leading to radioactive releases and a 100-foot exclus",0,0
15,player #6,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the provided information carefully.

The event happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōhoku earthquake, which was the st",1,4
15,player #14,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should make sure it's under 140 characters. Let me start by summarizing the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged ",1,6
15,player #16,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The disaster led to radioactive releases and a 100-foot exclusion zone. It displa",0,1
15,player #11,#FukushimaNuclearDisaster2011,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The tweet should be under 140 characters. 

First, I should identify the key points from the event. The disaster happened in 2011 due to the Tōhoku earthq",0,0
15,player #9,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me see, the event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused damage to the Daiichi Nuclear Power Plant, leading to a nuclear acciden",1,3
15,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me start by summarizing the key points.

First, the disaster happened in 2011 due to the Tōhoku earth",1,4
15,player #4,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has specified that the tweet should not exceed 140 characters. 

First, I'll identify the key points from the event:

- It happened in 2011 a",0,0
15,player #7,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me break down the key points:

1. It happened in 2011 at the Daiichi Nuclear Power Plant in Japan.
2. Caused by the Tōhoku earthquake, the most pow",0,0
15,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant.",0,4
15,player #18,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed event summary, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi pl",0,5
16,player #12,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. Let me read through the information again.

The disaster happened in 2011 at the Daiichi plant due to the T",0,1
16,player #18,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed event summary, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi pl",0,5
16,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant.",0,4
16,player #9,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me see, the event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused damage to the Daiichi Nuclear Power Plant, leading to a nuclear acciden",0,3
16,player #10,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the given information. The tweet should be under 140 characters. 

First, I'll summarize the key points: It happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged",0,5
16,player #3,#FukushimaImpact,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should keep it under 140 characters. The event happened in 2011, caused by the Tohoku earthquake. The tsunami led to reactor damage and radiation release. People were evacuated, a",0,1
16,player #20,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, but I have to condense it into a tweet that's under 140 characters. 

First, I should identify the key points from the event. The disaster happ",0,2
16,player #15,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet has to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due to the ",0,0
16,player #2,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to fit into a tweet without exceeding 140 characters.

Fi",0,0
16,player #14,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster. First, I should make sure it's under 140 characters. Let me start by summarizing the key points. The disaster happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged ",0,6
16,player #13,#FukushimaAccident,"I need to write a tweet about the Fukushima Nuclear Disaster. Let's see, the key points are the 2011 accident caused by the Tōhoku earthquake, the resulting tsunami that damaged the Daiichi plant, leading to radioactive releases and a 100-foot exclus",0,0
16,player #11,#FukushimaNuclearDisaster2011,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The tweet should be under 140 characters. 

First, I should identify the key points from the event. The disaster happened in 2011 due to the Tōhoku earthq",0,0
16,player #17,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the information provided to make sure I understand the key points.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōho",1,1
16,player #4,#Fukushima,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has specified that the tweet should not exceed 140 characters. 

First, I'll identify the key points from the event:

- It happened in 2011 a",1,1
16,player #1,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the plant, radioactive discharge into the sea, the exclusion zone, displacement of",0,4
16,player #7,#Fukushima50,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me break down the key points:

1. It happened in 2011 at the Daiichi Nuclear Power Plant in Japan.
2. Caused by the Tōhoku earthquake, the most pow",0,0
16,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me start by summarizing the key points.

First, the disaster happened in 2011 due to the Tōhoku earth",0,4
16,player #5,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The user wants it to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant, caused by ",0,0
16,player #6,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the provided information carefully.

The event happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōhoku earthquake, which was the st",0,4
16,player #16,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The disaster led to radioactive releases and a 100-foot exclusion zone. It displa",0,1
17,player #20,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, but I have to condense it into a tweet that's under 140 characters. 

First, I should identify the key points from the event. The disaster happ",0,2
17,player #6,#Fukushima,"so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the provided information carefully.

The event happened in 2011 at the Daiichi Nuclear Power Plant in Japan. It was caused by the Tōhoku earthquake, which was the st",0,4
17,player #11,#FukushimaNuclearDisaster2011,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The tweet should be under 140 characters. 

First, I should identify the key points from the event. The disaster happened in 2011 due to the Tōhoku earthq",0,0
17,player #1,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the plant, radioactive discharge into the sea, the exclusion zone, displacement of",0,4
